Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Category
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Aya,ONOE,JPN,5.0,49,,0T1z03,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Tiba,VROOM,NED,29.0,49,,0T1z03,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Anna,KELLY,USA,55.0,53,,,0T2z04,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Luana,RISCADO,BRA,46.0,54,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Gabby,LAMPNER,USA,23.0,55,,0T1z05,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Maddy,MORRIS,USA,52.0,55,,,0T1z02,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Thais Makino,SHIRAIWA,BRA,48.0,55,,,0T1z02,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Hoi-ying,TO,HKG,24.0,58,,0T0z00,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Rei,SUGIMOTO,JPN,48.0,1,,,4T5z57,2T3z46,3T4z45,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Sean,BAILEY,USA,12.0,2,,3T5z57,,2T3z24,2T4z26,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Tomoa,NARASAKI,JPN,1.0,3,,4T5z45,,2T4z45,2T4z35,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jernej,KRUDER,SLO,47.0,4,,,4T5z56,3T4z56,0T4z07,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Ryuichi,MURAI,JPN,56.0,5,,,5T5z98,2T3z94,0T4z08,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Tomoaki,TAKATA,JPN,7.0,6,,3T5z77,,2T3z65,0T3z015,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jongwon,CHON,KOR,46.0,7,,,4T4z87,2T3z104,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Yuji,INOUE,JPN,52.0,8,,,4T5z97,2T2z62,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Aleksey,RUBTSOV,RUS,2.0,9,,4T5z116,,1T3z13,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jan,HOJER,GER,49.0,10,,,3T5z1115,1T3z14,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Mickael,MAWEM,FRA,54.0,11,,,3T5z109,1T3z23,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Yuki,HADA,JPN,19.0,12,,4T5z98,,1T3z24,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Yoshiyuki,OGATA,JPN,4.0,13,,5T5z178,,1T3z36,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Gregor,VEZONIK,SLO,51.0,14,,,2T5z47,1T2z25,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Kai,HARADA,JPN,8.0,15,,4T5z77,,1T2z42,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Nathaniel,COLEMAN,USA,14.0,16,,5T5z95,,0T4z07,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Alex,KHAZANOV,ISR,50.0,17,,,3T4z96,0T3z03,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Kokoro,FUJII,JPN,3.0,18,,5T5z88,,0T3z04,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Aidan,ROBERTS,GBR,73.0,19,,,2T5z910,0T3z07,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Elias,WEILER,AUT,21.0,20,,2T5z37,,0T2z02,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Keita,DOHI,JPN,65.0,21,,,1T5z212,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Kai,LIGHTNER,USA,18.0,21,,2T4z75,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Sergii,TOPISHKO,UKR,55.0,23,,,1T4z15,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Colin,WILLS,USA,35.0,23,,2T4z1213,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Sebastien,LAZURE,CAN,60.0,25,,,1T4z19,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Alban,LEVIER,FRA,10.0,25,,1T5z16,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,YuFei,PAN,CHN,66.0,27,,,1T4z222,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Keita,WATABE,JPN,6.0,27,,1T5z18,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Gabriele,MORONI,ITA,5.0,29,,1T5z111,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Martin,STRANIK,CZE,59.0,29,,,1T4z311,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Manuel,CORNU,FRA,53.0,31,,,1T4z57,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jorg,VERHOEVEN,NED,15.0,31,,1T5z112,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Michael,PICCOLRUAZ,ITA,11.0,33,,1T5z113,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Vasya,VOROTNIKOV,USA,72.0,33,,,1T4z69,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Benjamin,BLASER,SUI,40.0,35,,1T5z118,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Thilo Jeldrik,SCHRÖTER,NOR,57.0,35,,,1T3z27,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Alexander,AVERDUNK,GER,24.0,37,,1T5z316,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Marcello,BOMBARDI,ITA,67.0,37,,,1T3z36,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Joseph,DIAZ,USA,33.0,37,,1T5z316,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Cheuk-hei,HO,HKG,84.0,40,,,1T3z320,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Chi-fung,AU,HKG,77.0,41,,,1T2z32,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Baptiste,OMETZ,SUI,17.0,41,,1T4z18,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Nils,FAVRE,SUI,22.0,43,,1T4z19,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Rolf Fredrik,SERLACHIUS,SWE,76.0,43,,,0T5z018,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Alfons,DORNAUER,AUT,63.0,45,,,0T4z07,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Anze,PEHARC,SLO,9.0,45,,1T4z111,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Matt,FULTZ,USA,91.0,47,,,0T4z08,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Zach,GALLA,USA,30.0,47,,1T4z25,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Rudolph,RUANA,USA,25.0,49,,1T4z211,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Keenan,TAKAHASHI,USA,79.0,49,,,0T4z012,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Tyler,LANDMAN,GBR,62.0,51,,,0T4z013,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Max,PRINZ,GER,64.0,51,,,0T4z013,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Lucas,UCHIDA,CAN,29.0,51,,1T4z213,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Simon,UNGER,GER,13.0,54,,1T4z36,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Maciej,DOBRZANSKI,POL,78.0,55,,,0T3z07,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,ZiDa,MA,CHN,89.0,55,,,0T3z07,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Riccardo,PIAZZA,ITA,23.0,55,,1T4z39,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Noah,RIDGE,USA,32.0,55,,1T4z39,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Charles,BARRON,USA,69.0,59,,,0T3z08,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Solomon,BARTH,USA,34.0,59,,1T4z310,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Carlos,GRANJA,ECU,81.0,59,,,0T3z08,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jean,OURIQUES,BRA,83.0,59,,,0T3z08,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Carlo,TRAVERSI,USA,28.0,63,,1T4z512,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Cesar,GROSSO,BRA,44.0,64,,1T3z211,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,John,BROSLER,USA,71.0,65,,,0T3z09,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Max,KLEESATTEL,GER,26.0,65,,1T3z37,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Benjamin,HANNA,USA,90.0,67,,,0T3z010,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jj,MAH,CAN,37.0,67,,1T3z44,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Kim,MARSCHNER,GER,16.0,69,,1T3z55,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Stepan,STRANIK,CZE,87.0,69,,,0T3z012,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Theis Lindegren,ELFENBEIN,DEN,36.0,71,,1T3z612,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Palmer,LARSEN,USA,85.0,71,,,0T3z013,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Cheung-chi Shoji,CHAN,HKG,88.0,73,,,0T2z03,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Moritz,HANS,GER,31.0,73,,0T5z08,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Kevin,HEINIGER,SUI,61.0,75,,,0T2z04,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Jason,HOLOWACH,CAN,58.0,75,,,0T2z04,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Pedro Ferreira,NICOLOSO,BRA,75.0,75,,,0T2z04,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Michael,O'ROURKE,USA,20.0,75,,0T5z09,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Ross,FULKERSON,USA,41.0,79,,0T5z011,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Zach,RICHARDSON,CAN,45.0,80,,0T5z016,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Daniel,BEALL,USA,74.0,81,,,0T2z05,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Galo,HERNANDEZ,ECU,70.0,81,,,0T2z05,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Ka-chun,YAU,HKG,27.0,81,,0T4z016,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Ram,LEVIN,ISR,43.0,84,,0T3z06,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Bjørn,ARNEL IISAGER,DEN,68.0,85,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Chase,GATLAND,NZL,80.0,85,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Nickolaie,RIVADENEIRA,ECU,39.0,85,,0T3z012,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,David,TRUDEAU,CAN,86.0,85,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Mohammad,JAFARI MAHMOUDABADI,IRI,42.0,89,,0T2z03,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Daniel,KRULWICH,ISR,38.0,90,,0T2z011,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 June 2018,Danila,YAMCHUK,LAT,82.0,91,,,0T0z00,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Akiyo,NOGUCHI,JPN,1.0,1,,5T5z76,,4T4z44,3T3z55,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Miho,NONAKA,JPN,35.0,2,,,5T5z77,2T4z46,3T3z66,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Ekaterina,KIPRIIANOVA,RUS,5.0,3,,4T5z48,,2T3z25,2T2z65,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Stasa,GEJO,SRB,37.0,4,,,3T4z35,2T4z45,0T2z05,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Alma,BESTVATER,GER,41.0,5,,,3T4z922,2T4z76,0T2z06,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Futaba,ITO,JPN,42.0,6,,,3T4z78,2T4z36,0T1z09,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Fanny,GIBERT,FRA,3.0,7,,5T5z76,,2T3z63,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Michaela,TRACY,GBR,7.0,8,,5T5z106,,1T4z413,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Shauna,COXSEY,GBR,36.0,9,,,3T5z717,1T3z13,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Sierra,BLAIR-COYLE,USA,48.0,10,,,3T4z712,1T3z16,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Katja,KADIC,SLO,2.0,11,,5T5z76,,1T3z24,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Urska,REPUSIC,SLO,20.0,12,,4T5z109,,1T3z26,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Alannah,YIP,CAN,44.0,13,,,3T4z710,1T3z36,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Kyra,CONDIE,USA,9.0,14,,5T5z108,,1T3z56,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Tomoko,KAJIMA,JPN,46.0,15,,,3T4z57,1T2z23,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Sol,SA,KOR,38.0,16,,,4T5z1117,0T4z08,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Iuliia,PANTELEEVA,RUS,12.0,17,,5T5z85,,0T3z07,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Claire,BUHRFEIND,USA,18.0,18,,4T5z69,,0T3z09,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Johanna,FÄRBER,AUT,40.0,19,,,3T5z416,0T1z02,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Oceania,MACKENZIE,AUS,32.0,20,,4T5z810,,0T1z04,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Chloe,CAULIER,BEL,4.0,21,,4T4z76,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Emma,HORAN,AUS,52.0,21,,,2T3z36,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Saki,KIKUCHI,JPN,13.0,23,,3T5z48,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Aya,ONOE,JPN,39.0,23,,,2T3z38,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Berit,SCHWAIGER,AUT,8.0,25,,3T5z79,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Vera,ZIJLSTRA,NED,56.0,25,,,2T3z410,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Julia,PINGGERA,AUT,15.0,27,,3T4z76,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Brooke,RABOUTOU,USA,45.0,27,,,2T3z55,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Mei,KOTAKE,JPN,6.0,29,,2T4z35,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Anna,TSYGANOVA,RUS,53.0,29,,,2T3z512,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Nanako,KURA,JPN,14.0,31,,2T4z47,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Jara,SPÄTE,SUI,61.0,31,,,2T3z614,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Jain,KIM,KOR,17.0,33,,2T4z65,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Momoka,ODA,JPN,63.0,33,,,2T2z22,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Margo,HAYES,USA,33.0,35,,2T4z69,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Mao,NAKAMURA,JPN,47.0,35,,,2T2z63,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Momoka,KANEKO,JPN,59.0,37,,,2T2z88,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Ida,KUPS,POL,22.0,37,,2T4z915,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Johanna,HOLFELD,GER,49.0,39,,,1T3z29,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Franziska,STERRER,AUT,10.0,39,,1T4z17,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Lilli,KIESGEN,GER,11.0,41,,1T4z56,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Katrine,VANDET SALLING,DEN,67.0,41,,,1T2z17,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Akane,KINOSHITA,JPN,64.0,43,,,1T2z35,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Ayari,SAKAMOTO,JPN,23.0,43,,1T3z13,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Vanessa Si Yinn,TENG,SGP,51.0,45,,,1T1z11,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Jennifer,WOOD,GBR,19.0,45,,1T3z34,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Hung Ying,LEE,TPE,43.0,47,,,1T1z44,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Meagan,MARTIN,USA,16.0,47,,1T2z35,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Romy,FUCHS,GER,54.0,49,,,0T3z08,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Asja,GOLLO,ITA,25.0,49,,0T3z05,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,"Mingxin, Judith",SIM,SGP,24.0,49,,0T3z05,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Andrea,EBNER,ITA,58.0,52,,,0T2z02,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Rong,JIANG,CHN,29.0,53,,0T3z011,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Karin,KOJIMA,JPN,57.0,53,,,0T2z06,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,KATSUKI,BAMBA,JPN,60.0,55,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Roxy,PERRY,AUS,66.0,55,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,LaMu,RENQING,CHN,34.0,55,,0T2z04,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Saeko,SUGIMURA,JPN,50.0,55,,,0T1z01,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Yuki,HIROSHIGE,JPN,30.0,59,,0T2z07,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Imogen,HORROCKS,GBR,28.0,60,,0T2z09,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Rebecca,FRANGOS,CAN,68.0,61,,,0T1z06,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Debbie Zi Jing,TAN,SGP,26.0,61,,0T1z02,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Sarah,HAY,NZL,62.0,63,,,0T0z00,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Justine,MCCARNEY,CAN,21.0,63,,0T1z04,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Lucinda Ann,STIRLING,AUS,65.0,63,,,0T0z00,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Wai-ping,YU,HKG,55.0,63,,,0T0z00,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Heeyeon,PARK,KOR,31.0,67,,0T0z00,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Wing Sze,YUEN,HKG,27.0,67,,0T0z00,,,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Gabriele,MORONI,ITA,9.0,1,,2T4z26,,3T4z56,2T4z36,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Tomoa,NARASAKI,JPN,1.0,2,,4T4z138,,3T4z57,1T3z16,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Rei,SUGIMOTO,JPN,48.0,3,,,2T4z56,3T4z1718,1T3z48,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Jongwon,CHON,KOR,47.0,4,,,3T4z78,3T4z89,1T2z26,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Aleksey,RUBTSOV,RUS,2.0,5,,2T4z35,,3T4z510,0T2z04,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Kai,HARADA,JPN,55.0,6,,,2T4z27,3T4z87,0T1z08,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Mickael,MAWEM,FRA,57.0,7,,,1T3z13,2T4z34,,ldering
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2  - 3 June 2018,Jernej,KRUDER,SLO,46.0,8,,,2T4z56,2T4z35,,ldering
